datetime,SoilMoist(4)
7/9/2017 11:30,68.92
7/9/2017 12:00,68.89
7/9/2017 12:30,68.89
7/9/2017 13:00,68.89
7/9/2017 13:30,68.89
7/9/2017 14:00,68.89
7/9/2017 14:30,68.795
7/9/2017 15:00,68.7
7/9/2017 15:30,68.635
7/9/2017 16:00,68.57
7/9/2017 16:30,68.51
7/9/2017 17:00,68.45
7/9/2017 17:30,68.415
7/9/2017 18:00,68.38
7/9/2017 18:30,68.225
7/9/2017 19:00,68.07
7/9/2017 19:30,68.005
7/9/2017 20:00,67.94
7/9/2017 20:30,67.88
7/9/2017 21:00,67.82
7/9/2017 21:30,67.79
7/9/2017 22:00,67.76
7/9/2017 22:30,67.725
7/9/2017 23:00,67.69
7/9/2017 23:30,67.725
7/10/2017 0:00,67.76
7/10/2017 0:30,67.76
7/10/2017 1:00,67.76
7/10/2017 1:30,67.76
7/10/2017 2:00,67.76
7/10/2017 2:30,67.76
7/10/2017 3:00,67.76
7/10/2017 3:30,67.76
7/10/2017 4:00,67.76
7/10/2017 4:30,67.76
7/10/2017 5:00,67.76
7/10/2017 5:30,67.76
7/10/2017 6:00,67.76
7/10/2017 6:30,67.76
7/10/2017 7:00,67.76
7/10/2017 7:30,67.76
7/10/2017 8:00,67.76
7/10/2017 8:30,67.76
7/10/2017 9:00,67.76
7/10/2017 9:30,67.79
7/10/2017 10:00,67.82
7/10/2017 10:30,67.79
7/10/2017 11:00,67.76
7/10/2017 11:30,67.695
7/10/2017 12:00,67.63
7/10/2017 12:30,67.57
7/10/2017 13:00,67.51
7/10/2017 13:30,67.475
7/10/2017 14:00,67.44
7/10/2017 14:30,67.35
7/10/2017 15:00,67.26
7/10/2017 15:30,67.195
7/10/2017 16:00,67.13
7/10/2017 16:30,66.975
7/10/2017 17:00,66.82
7/10/2017 17:30,66.73
7/10/2017 18:00,66.64
7/10/2017 18:30,66.575
7/10/2017 19:00,66.51
7/10/2017 19:30,66.42
7/10/2017 20:00,66.33
7/10/2017 20:30,66.295
7/10/2017 21:00,66.26
7/10/2017 21:30,66.26
7/10/2017 22:00,66.26
7/10/2017 22:30,66.23
7/10/2017 23:00,66.2
7/10/2017 23:30,66.17
7/11/2017 0:00,66.14
7/11/2017 0:30,66.14
7/11/2017 1:00,66.14
7/11/2017 1:30,66.14
7/11/2017 2:00,66.14
7/11/2017 2:30,66.14
7/11/2017 3:00,66.14
7/11/2017 3:30,66.14
7/11/2017 4:00,66.14
7/11/2017 4:30,66.14
7/11/2017 5:00,66.14
7/11/2017 5:30,66.14
7/11/2017 6:00,66.14
7/11/2017 6:30,66.14
7/11/2017 7:00,66.14
7/11/2017 7:30,66.14
7/11/2017 8:00,66.14
7/11/2017 8:30,66.14
7/11/2017 9:00,66.14
7/11/2017 9:30,66.14
7/11/2017 10:00,66.14
7/11/2017 10:30,66.11
7/11/2017 11:00,66.08
7/11/2017 11:30,66.08
7/11/2017 12:00,66.08
7/11/2017 12:30,66.02
7/11/2017 13:00,65.96
7/11/2017 13:30,65.925
7/11/2017 14:00,65.89
7/11/2017 14:30,65.83
7/11/2017 15:00,65.77
7/11/2017 15:30,65.71
7/11/2017 16:00,65.65
7/11/2017 16:30,65.585
7/11/2017 17:00,65.52
7/11/2017 17:30,65.43
7/11/2017 18:00,65.34
7/11/2017 18:30,65.215
7/11/2017 19:00,65.09
7/11/2017 19:30,65.06
7/11/2017 20:00,65.03
7/11/2017 20:30,65
7/11/2017 21:00,64.97
7/11/2017 21:30,64.94
7/11/2017 22:00,64.91
7/11/2017 22:30,64.91
7/11/2017 23:00,64.91
7/11/2017 23:30,64.88
7/12/2017 0:00,64.85
7/12/2017 0:30,64.85
7/12/2017 1:00,64.85
7/12/2017 1:30,64.85
7/12/2017 2:00,64.85
7/12/2017 2:30,64.755
7/12/2017 3:00,64.66
7/12/2017 3:30,64.42
7/12/2017 4:00,64.18
7/12/2017 4:30,64.15
7/12/2017 5:00,64.12
7/12/2017 5:30,64.12
7/12/2017 6:00,64.12
7/12/2017 6:30,64.12
7/12/2017 7:00,64.12
7/12/2017 7:30,64.12
7/12/2017 8:00,64.12
7/12/2017 8:30,64.12
7/12/2017 9:00,64.12
7/12/2017 9:30,64.12
7/12/2017 10:00,64.12
7/12/2017 10:30,64.12
7/12/2017 11:00,64.12
7/12/2017 11:30,64.085
7/12/2017 12:00,64.05
7/12/2017 12:30,63.085
7/12/2017 13:00,62.12
7/12/2017 13:30,62.03
7/12/2017 14:00,61.94
7/12/2017 14:30,61.85
7/12/2017 15:00,61.76
7/12/2017 15:30,61.67
7/12/2017 16:00,61.58
7/12/2017 16:30,61.37
7/12/2017 17:00,61.16
7/12/2017 17:30,61.1
7/12/2017 18:00,61.04
7/12/2017 18:30,60.92
7/12/2017 19:00,60.8
7/12/2017 19:30,60.74
7/12/2017 20:00,60.68
7/12/2017 20:30,60.62
7/12/2017 21:00,60.56
7/12/2017 21:30,60.5
7/12/2017 22:00,60.44
7/12/2017 22:30,60.41
7/12/2017 23:00,60.38
7/12/2017 23:30,60.325
7/13/2017 0:00,60.27
7/13/2017 0:30,60.27
7/13/2017 1:00,60.27
7/13/2017 1:30,60.24
7/13/2017 2:00,60.21
7/13/2017 2:30,60.18
7/13/2017 3:00,60.15
7/13/2017 3:30,60.15
7/13/2017 4:00,60.15
7/13/2017 4:30,60.15
7/13/2017 5:00,60.15
7/13/2017 5:30,60.15
7/13/2017 6:00,60.15
7/13/2017 6:30,60.15
7/13/2017 7:00,60.15
7/13/2017 7:30,60.18
7/13/2017 8:00,60.21
7/13/2017 8:30,60.21
7/13/2017 9:00,60.21
7/13/2017 9:30,60.21
7/13/2017 10:00,60.21
7/13/2017 10:30,60.18
7/13/2017 11:00,60.15
7/13/2017 11:30,60.12
7/13/2017 12:00,60.09
7/13/2017 12:30,60.06
7/13/2017 13:00,60.03
7/13/2017 13:30,59.97
7/13/2017 14:00,59.91
7/13/2017 14:30,59.88
7/13/2017 15:00,59.85
7/13/2017 15:30,59.76
7/13/2017 16:00,59.67
7/13/2017 16:30,59.615
7/13/2017 17:00,59.56
7/13/2017 17:30,59.47
7/13/2017 18:00,59.38
7/13/2017 18:30,59.32
7/13/2017 19:00,59.26
7/13/2017 19:30,59.2
7/13/2017 20:00,59.14
7/13/2017 20:30,59.11
7/13/2017 21:00,59.08
7/13/2017 21:30,58.965
7/13/2017 22:00,58.85
7/13/2017 22:30,58.82
7/13/2017 23:00,58.79
7/13/2017 23:30,58.76
7/14/2017 0:00,58.73
7/14/2017 0:30,58.73
7/14/2017 1:00,58.73
7/14/2017 1:30,58.73
7/14/2017 2:00,58.73
7/14/2017 2:30,58.73
7/14/2017 3:00,58.73
7/14/2017 3:30,58.73
7/14/2017 4:00,58.73
7/14/2017 4:30,58.73
7/14/2017 5:00,58.73
7/14/2017 5:30,58.73
7/14/2017 6:00,58.73
7/14/2017 6:30,58.73
7/14/2017 7:00,58.73
7/14/2017 7:30,58.76
7/14/2017 8:00,58.79
7/14/2017 8:30,58.79
7/14/2017 9:00,58.79
7/14/2017 9:30,58.79
7/14/2017 10:00,58.79
7/14/2017 10:30,58.73
7/14/2017 11:00,58.67
7/14/2017 11:30,58.64
7/14/2017 12:00,58.61
7/14/2017 12:30,58.495
7/14/2017 13:00,58.38
7/14/2017 13:30,58.295
7/14/2017 14:00,58.21
7/14/2017 14:30,58.12
7/14/2017 15:00,58.03
7/14/2017 15:30,57.97
7/14/2017 16:00,57.91
7/14/2017 16:30,57.825
7/14/2017 17:00,57.74
7/14/2017 17:30,57.68
7/14/2017 18:00,57.62
7/14/2017 18:30,57.565
7/14/2017 19:00,57.51
7/14/2017 19:30,57.45
7/14/2017 20:00,57.39
7/14/2017 20:30,57.36
7/14/2017 21:00,57.33
7/14/2017 21:30,57.275
7/14/2017 22:00,57.22
7/14/2017 22:30,57.13
7/14/2017 23:00,57.04
7/14/2017 23:30,57.04
7/15/2017 0:00,57.04
7/15/2017 0:30,57.04
7/15/2017 1:00,57.04
7/15/2017 1:30,57.04
7/15/2017 2:00,57.04
7/15/2017 2:30,57.04
7/15/2017 3:00,57.04
7/15/2017 3:30,57.04
7/15/2017 4:00,57.04
7/15/2017 4:30,57.04
7/15/2017 5:00,57.04
7/15/2017 5:30,57.04
7/15/2017 6:00,57.04
7/15/2017 6:30,57.04
7/15/2017 7:00,57.04
7/15/2017 7:30,57.04
7/15/2017 8:00,57.04
7/15/2017 8:30,57.04
7/15/2017 9:00,57.04
7/15/2017 9:30,57.04
7/15/2017 10:00,57.04
7/15/2017 10:30,57.01
7/15/2017 11:00,56.98
7/15/2017 11:30,56.955
7/15/2017 12:00,56.93
7/15/2017 12:30,56.87
7/15/2017 13:00,56.81
7/15/2017 13:30,56.87
7/15/2017 14:00,56.93
7/15/2017 14:30,56.985
7/15/2017 15:00,57.04
7/15/2017 15:30,57.04
7/15/2017 16:00,57.04
7/15/2017 16:30,57.04
7/15/2017 17:00,57.04
7/15/2017 17:30,57.01
7/15/2017 18:00,56.98
7/15/2017 18:30,56.98
7/15/2017 19:00,56.98
7/15/2017 19:30,56.98
7/15/2017 20:00,56.98
7/15/2017 20:30,56.925
7/15/2017 21:00,56.87
7/15/2017 21:30,56.84
7/15/2017 22:00,56.81
7/15/2017 22:30,56.81
7/15/2017 23:00,56.81
7/15/2017 23:30,56.81
7/16/2017 0:00,56.81
7/16/2017 0:30,56.78
7/16/2017 1:00,56.75
7/16/2017 1:30,56.78
7/16/2017 2:00,56.81
7/16/2017 2:30,56.81
7/16/2017 3:00,56.81
7/16/2017 3:30,56.81
7/16/2017 4:00,56.81
7/16/2017 4:30,56.81
7/16/2017 5:00,56.81
7/16/2017 5:30,56.81
7/16/2017 6:00,56.81
7/16/2017 6:30,56.81
7/16/2017 7:00,56.81
7/16/2017 7:30,56.81
7/16/2017 8:00,56.81
7/16/2017 8:30,56.81
7/16/2017 9:00,56.81
7/16/2017 9:30,56.81
7/16/2017 10:00,56.81
7/16/2017 10:30,56.78
7/16/2017 11:00,56.75
7/16/2017 11:30,56.75
7/16/2017 12:00,56.75
7/16/2017 12:30,56.725
7/16/2017 13:00,56.7
7/16/2017 13:30,56.61
7/16/2017 14:00,56.52
7/16/2017 14:30,56.435
7/16/2017 15:00,56.35
7/16/2017 15:30,56.29
7/16/2017 16:00,56.23
7/16/2017 16:30,56.175
7/16/2017 17:00,56.12
7/16/2017 17:30,56.09
7/16/2017 18:00,56.06
7/16/2017 18:30,56.03
7/16/2017 19:00,56
7/16/2017 19:30,55.915
7/16/2017 20:00,55.83
7/16/2017 20:30,55.8
7/16/2017 21:00,55.77
7/16/2017 21:30,55.745
7/16/2017 22:00,55.72
7/16/2017 22:30,55.72
7/16/2017 23:00,55.72
7/16/2017 23:30,55.66
7/17/2017 0:00,55.6
7/17/2017 0:30,55.6
7/17/2017 1:00,55.6
7/17/2017 1:30,55.6
7/17/2017 2:00,55.6
7/17/2017 2:30,55.6
7/17/2017 3:00,55.6
7/17/2017 3:30,55.6
7/17/2017 4:00,55.6
7/17/2017 4:30,55.6
7/17/2017 5:00,55.6
7/17/2017 5:30,55.6
7/17/2017 6:00,55.6
7/17/2017 6:30,55.63
7/17/2017 7:00,55.66
7/17/2017 7:30,55.66
7/17/2017 8:00,55.66
7/17/2017 8:30,55.66
7/17/2017 9:00,55.66
7/17/2017 9:30,55.66
7/17/2017 10:00,55.66
7/17/2017 10:30,55.63
7/17/2017 11:00,55.6
7/17/2017 11:30,55.575
7/17/2017 12:00,55.55
7/17/2017 12:30,55.49
7/17/2017 13:00,55.43
7/17/2017 13:30,55.375
7/17/2017 14:00,55.32
7/17/2017 14:30,55.26
7/17/2017 15:00,55.2
7/17/2017 15:30,55.145
7/17/2017 16:00,55.09
7/17/2017 16:30,54.975
7/17/2017 17:00,54.86
7/17/2017 17:30,54.805
7/17/2017 18:00,54.75
7/17/2017 18:30,54.69
7/17/2017 19:00,54.63
7/17/2017 19:30,54.605
7/17/2017 20:00,54.58
7/17/2017 20:30,54.55
7/17/2017 21:00,54.52
7/17/2017 21:30,54.49
7/17/2017 22:00,54.46
7/17/2017 22:30,54.435
7/17/2017 23:00,54.41
7/17/2017 23:30,54.38
7/18/2017 0:00,54.35
7/18/2017 0:30,54.32
7/18/2017 1:00,54.29
7/18/2017 1:30,54.32
7/18/2017 2:00,54.35
7/18/2017 2:30,54.32
7/18/2017 3:00,54.29
7/18/2017 3:30,54.29
7/18/2017 4:00,54.29
7/18/2017 4:30,54.32
7/18/2017 5:00,54.35
7/18/2017 5:30,54.35
7/18/2017 6:00,54.35
7/18/2017 6:30,54.32
7/18/2017 7:00,54.29
7/18/2017 7:30,54.29
7/18/2017 8:00,54.29
7/18/2017 8:30,54.32
7/18/2017 9:00,54.35
7/18/2017 9:30,54.32
7/18/2017 10:00,54.29
7/18/2017 10:30,54.265
7/18/2017 11:00,54.24
7/18/2017 11:30,54.24
7/18/2017 12:00,54.24
7/18/2017 12:30,54.21
7/18/2017 13:00,54.18
7/18/2017 13:30,54.15
7/18/2017 14:00,54.12
7/18/2017 14:30,54.065
7/18/2017 15:00,54.01
7/18/2017 15:30,53.955
7/18/2017 16:00,53.9
7/18/2017 16:30,53.84
7/18/2017 17:00,53.78
7/18/2017 17:30,53.695
7/18/2017 18:00,53.61
7/18/2017 18:30,53.585
7/18/2017 19:00,53.56
7/18/2017 19:30,53.475
7/18/2017 20:00,53.39
7/18/2017 20:30,53.39
7/18/2017 21:00,53.39
7/18/2017 21:30,53.335
7/18/2017 22:00,53.28
7/18/2017 22:30,53.25
7/18/2017 23:00,53.22
7/18/2017 23:30,53.25
7/19/2017 0:00,53.28
7/19/2017 0:30,53.25
7/19/2017 1:00,53.22
7/19/2017 1:30,53.22
7/19/2017 2:00,53.22
7/19/2017 2:30,53.22
7/19/2017 3:00,53.22
7/19/2017 3:30,53.22
7/19/2017 4:00,53.22
7/19/2017 4:30,53.22
7/19/2017 5:00,53.22
7/19/2017 5:30,53.22
7/19/2017 6:00,53.22
7/19/2017 6:30,53.19
7/19/2017 7:00,53.16
7/19/2017 7:30,53.16
7/19/2017 8:00,53.16
7/19/2017 8:30,53.16
7/19/2017 9:00,53.16
7/19/2017 9:30,53.16
7/19/2017 10:00,53.16
7/19/2017 10:30,53.16
7/19/2017 11:00,53.16
7/19/2017 11:30,53.135
7/19/2017 12:00,53.11
7/19/2017 12:30,53.055
7/19/2017 13:00,53
7/19/2017 13:30,52.97
7/19/2017 14:00,52.94
7/19/2017 14:30,52.855
7/19/2017 15:00,52.77
7/19/2017 15:30,52.745
7/19/2017 16:00,52.72
7/19/2017 16:30,52.635
7/19/2017 17:00,52.55
7/19/2017 17:30,52.465
7/19/2017 18:00,52.38
7/19/2017 18:30,52.295
7/19/2017 19:00,52.21
7/19/2017 19:30,52.155
7/19/2017 20:00,52.1
7/19/2017 20:30,52.075
7/19/2017 21:00,52.05
7/19/2017 21:30,51.995
7/19/2017 22:00,51.94
7/19/2017 22:30,51.94
7/19/2017 23:00,51.94
7/19/2017 23:30,51.88
7/20/2017 0:00,51.82
7/20/2017 0:30,51.82
7/20/2017 1:00,51.82
7/20/2017 1:30,51.795
7/20/2017 2:00,51.77
7/20/2017 2:30,51.77
7/20/2017 3:00,51.77
7/20/2017 3:30,51.77
7/20/2017 4:00,51.77
7/20/2017 4:30,51.74
7/20/2017 5:00,51.71
7/20/2017 5:30,51.74
7/20/2017 6:00,51.77
7/20/2017 6:30,51.77
7/20/2017 7:00,51.77
7/20/2017 7:30,51.795
7/20/2017 8:00,51.82
7/20/2017 8:30,51.82
7/20/2017 9:00,51.82
7/20/2017 9:30,51.795
7/20/2017 10:00,51.77
7/20/2017 10:30,51.74
7/20/2017 11:00,51.71
7/20/2017 11:30,51.685
7/20/2017 12:00,51.66
7/20/2017 12:30,51.63
7/20/2017 13:00,51.6
7/20/2017 13:30,51.575
7/20/2017 14:00,51.55
7/20/2017 14:30,51.52
7/20/2017 15:00,51.49
7/20/2017 15:30,51.465
7/20/2017 16:00,51.44
7/20/2017 16:30,51.385
7/20/2017 17:00,51.33
7/20/2017 17:30,51.3
7/20/2017 18:00,51.27
7/20/2017 18:30,51.215
7/20/2017 19:00,51.16
7/20/2017 19:30,51.16
7/20/2017 20:00,51.16
7/20/2017 20:30,51.16
7/20/2017 21:00,51.16
7/20/2017 21:30,51.13
7/20/2017 22:00,51.1
7/20/2017 22:30,51.1
7/20/2017 23:00,51.1
7/20/2017 23:30,51.13
7/21/2017 0:00,51.16
7/21/2017 0:30,51.52
7/21/2017 1:00,51.88
7/21/2017 1:30,52.325
7/21/2017 2:00,52.77
7/21/2017 2:30,52.825
7/21/2017 3:00,52.88
7/21/2017 3:30,53.02
7/21/2017 4:00,53.16
7/21/2017 4:30,53.445
7/21/2017 5:00,53.73
7/21/2017 5:30,54.155
7/21/2017 6:00,54.58
7/21/2017 6:30,54.805
7/21/2017 7:00,55.03
7/21/2017 7:30,55.49
7/21/2017 8:00,55.95
7/21/2017 8:30,56.585
7/21/2017 9:00,57.22
7/21/2017 9:30,58.33
7/21/2017 10:00,59.44
7/21/2017 10:30,59.885
7/21/2017 11:00,60.33
7/21/2017 11:30,60.505
7/21/2017 12:00,60.68
7/21/2017 12:30,61.16
7/21/2017 13:00,61.64
7/21/2017 13:30,61.91
7/21/2017 14:00,62.18
7/21/2017 14:30,62.18
7/21/2017 15:00,62.18
7/21/2017 15:30,62.21
7/21/2017 16:00,62.24
7/21/2017 16:30,62.42
7/21/2017 17:00,62.6
7/21/2017 17:30,62.75
7/21/2017 18:00,62.9
7/21/2017 18:30,62.9
7/21/2017 19:00,62.9
7/21/2017 19:30,62.9
7/21/2017 20:00,62.9
7/21/2017 20:30,62.9
7/21/2017 21:00,62.9
7/21/2017 21:30,62.87
7/21/2017 22:00,62.84
7/21/2017 22:30,62.84
7/21/2017 23:00,62.84
7/21/2017 23:30,62.84
7/22/2017 0:00,62.84
7/22/2017 0:30,62.84
7/22/2017 1:00,62.84
7/22/2017 1:30,62.84
7/22/2017 2:00,62.84
7/22/2017 2:30,62.84
7/22/2017 3:00,62.84
7/22/2017 3:30,62.87
7/22/2017 4:00,62.9
7/22/2017 4:30,62.9
7/22/2017 5:00,62.9
7/22/2017 5:30,62.9
7/22/2017 6:00,62.9
7/22/2017 6:30,62.93
7/22/2017 7:00,62.96
7/22/2017 7:30,62.96
7/22/2017 8:00,62.96
7/22/2017 8:30,62.96
7/22/2017 9:00,62.96
7/22/2017 9:30,62.96
7/22/2017 10:00,62.96
7/22/2017 10:30,62.96
7/22/2017 11:00,62.96
7/22/2017 11:30,62.9
7/22/2017 12:00,62.84
7/22/2017 12:30,62.81
7/22/2017 13:00,62.78
7/22/2017 13:30,62.75
7/22/2017 14:00,62.72
7/22/2017 14:30,62.69
7/22/2017 15:00,62.66
7/22/2017 15:30,62.6
7/22/2017 16:00,62.54
7/22/2017 16:30,62.54
7/22/2017 17:00,62.54
7/22/2017 17:30,62.54
7/22/2017 18:00,62.54
7/22/2017 18:30,62.57
7/22/2017 19:00,62.6
7/22/2017 19:30,62.66
7/22/2017 20:00,62.72
7/22/2017 20:30,63.02
7/22/2017 21:00,63.32
7/22/2017 21:30,63.565
7/22/2017 22:00,63.81
7/22/2017 22:30,63.9
7/22/2017 23:00,63.99
7/22/2017 23:30,64.02
7/23/2017 0:00,64.05
7/23/2017 0:30,64.175
7/23/2017 1:00,64.3
7/23/2017 1:30,64.33
7/23/2017 2:00,64.36
7/23/2017 2:30,64.39
7/23/2017 3:00,64.42
7/23/2017 3:30,64.42
7/23/2017 4:00,64.42
7/23/2017 4:30,64.45
7/23/2017 5:00,64.48
7/23/2017 5:30,64.48
7/23/2017 6:00,64.48
7/23/2017 6:30,64.51
7/23/2017 7:00,64.54
7/23/2017 7:30,64.54
7/23/2017 8:00,64.54
7/23/2017 8:30,64.54
7/23/2017 9:00,64.54
7/23/2017 9:30,64.54
7/23/2017 10:00,64.54
7/23/2017 10:30,64.54
7/23/2017 11:00,64.54
7/23/2017 11:30,64.54
7/23/2017 12:00,64.54
7/23/2017 12:30,64.51
7/23/2017 13:00,64.48
7/23/2017 13:30,64.45
7/23/2017 14:00,64.42
7/23/2017 14:30,64.42
7/23/2017 15:00,64.42
7/23/2017 15:30,64.36
7/23/2017 16:00,64.3
7/23/2017 16:30,64.3
7/23/2017 17:00,64.3
7/23/2017 17:30,64.3
7/23/2017 18:00,64.3
7/23/2017 18:30,64.27
7/23/2017 19:00,64.24
7/23/2017 19:30,64.24
7/23/2017 20:00,64.24
7/23/2017 20:30,64.21
7/23/2017 21:00,64.18
7/23/2017 21:30,64.18
7/23/2017 22:00,64.18
7/23/2017 22:30,64.18
7/23/2017 23:00,64.18
7/23/2017 23:30,64.18
7/24/2017 0:00,64.18
7/24/2017 0:30,64.21
7/24/2017 1:00,64.24
7/24/2017 1:30,64.27
7/24/2017 2:00,64.3
7/24/2017 2:30,64.3
7/24/2017 3:00,64.3
7/24/2017 3:30,64.33
7/24/2017 4:00,64.36
7/24/2017 4:30,64.33
7/24/2017 5:00,64.3
7/24/2017 5:30,64.3
7/24/2017 6:00,64.3
7/24/2017 6:30,64.45
7/24/2017 7:00,64.6
7/24/2017 7:30,65.125
7/24/2017 8:00,65.65
7/24/2017 8:30,65.865
7/24/2017 9:00,66.08
7/24/2017 9:30,66.295
7/24/2017 10:00,66.51
7/24/2017 10:30,66.665
7/24/2017 11:00,66.82
7/24/2017 11:30,66.915
7/24/2017 12:00,67.01
7/24/2017 12:30,67.135
7/24/2017 13:00,67.26
7/24/2017 13:30,67.385
7/24/2017 14:00,67.51
7/24/2017 14:30,68.325
7/24/2017 15:00,69.14
7/24/2017 15:30,69.58
7/24/2017 16:00,70.02
7/24/2017 16:30,70.02
7/24/2017 17:00,70.02
7/24/2017 17:30,70.055
7/24/2017 18:00,70.09
7/24/2017 18:30,70.09
7/24/2017 19:00,70.09
7/24/2017 19:30,70.09
7/24/2017 20:00,70.09
7/24/2017 20:30,70.12
7/24/2017 21:00,70.15
7/24/2017 21:30,70.15
7/24/2017 22:00,70.15
7/24/2017 22:30,70.275
7/24/2017 23:00,70.4
7/24/2017 23:30,70.465
7/25/2017 0:00,70.53
7/25/2017 0:30,70.595
7/25/2017 1:00,70.66
7/25/2017 1:30,70.69
7/25/2017 2:00,70.72
7/25/2017 2:30,70.755
7/25/2017 3:00,70.79
7/25/2017 3:30,70.82
7/25/2017 4:00,70.85
7/25/2017 4:30,70.88
7/25/2017 5:00,70.91
7/25/2017 5:30,70.975
7/25/2017 6:00,71.04
7/25/2017 6:30,71.04
7/25/2017 7:00,71.04
7/25/2017 7:30,71.075
7/25/2017 8:00,71.11
7/25/2017 8:30,71.11
7/25/2017 9:00,71.11
7/25/2017 9:30,71.075
7/25/2017 10:00,71.04
7/25/2017 10:30,71.04
7/25/2017 11:00,71.04
7/25/2017 11:30,71.04
7/25/2017 12:00,71.04
7/25/2017 12:30,71.01
7/25/2017 13:00,70.98
7/25/2017 13:30,70.98
